x	y
28.5736925	6.47276941
28.5974643	6.47276941
28.6212361	6.47276941
28.6450079	6.31865586
28.6687797	6.31865586
28.6925515	6.31865586
28.7163233	6.1645423
28.7400951	6.1645423
28.7638669	6.01042874
28.7876387	5.70220163
28.8114105	5.39397451
28.8351822	5.23986095
28.858954	5.23986095
28.8827258	5.0857474
28.9064976	5.0857474
28.9302694	5.0857474
28.9540412	4.93163384
28.977813	4.93163384
29.0015848	4.77752028
29.0253566	4.77752028
29.0491284	4.62340672
29.0729002	4.46929317
29.0966719	4.31517961
29.1204437	4.31517961
29.1442155	4.16106605
29.1679873	4.00695249
29.1917591	4.00695249
29.2155309	3.85283894
29.2393027	3.69872538
29.2630745	3.54461182
29.2868463	3.39049826
29.3106181	3.23638471
29.3343899	3.08227115
29.3581616	2.92815759
29.3819334	2.77404403
29.4057052	2.61993048
29.429477	2.46581692
29.4532488	2.31170336
29.4770206	2.1575898
29.5007924	2.00347625
29.5245642	2.00347625
29.548336	1.84936269
29.5721078	1.69524913
29.5958796	1.69524913
29.6196513	1.54113557
29.6434231	1.38702202
29.6671949	1.38702202
29.6909667	1.23290846
29.7147385	1.0787949
29.7385103	1.0787949
29.7622821	1.0787949
29.7860539	0.92468134
29.8098257	0.92468134
29.8335975	0.92468134
29.8573693	0.77056779
29.881141	0.77056779
29.9049128	0.61645423
29.9286846	0.46234067
29.9524564	0.46234067
29.9762282	0.30822711
30	0.15411356
